3, Female, Maharashtra, 6635177378, 161.86 cm, 68.09 kg
53, Male, Meghalaya, 8474511721, 162.95 cm, 74.76 kg
25, Male, Sikkim, 7246115355, 185.86 cm, 66.01 kg
74, Female, Karnataka, 7456226685, 135.96 cm, 73.02 kg
23, Female, Bihar, 9357154888, 169.62 cm, 70.46 kg
22, Female, Goa, 6353525755, 158.89 cm, 62.48 kg
77, Male, Rajasthan, 9313437882, 145.76 cm, 72.91 kg
69, Male, Jharkhand, 7541234142, 170.33 cm, 68.1 kg
97, Female, Madhya Pradesh, 8831241217, 152.28 cm, 64.58 kg
66, Male, Odisha, 8118476636, 159.28 cm, 67.11 kg
50, Female, Karnataka, 7864241847, 163.09 cm, 77.77 kg
91, Female, Maharashtra, 6131225263, 147.7 cm, 62.04 kg
33, Male, Assam, 7366463664, 177.98 cm, 65.53 kg
96, Male, Tamil Nadu, 7726557262, 155.34 cm, 75.13 kg
20, Male, Manipur, 6485585463, 150.78 cm, 68.62 kg
40, Female, Haryana, 8175621422, 152.66 cm, 65.08 kg
24, Female, Punjab, 7241255622, 162.46 cm, 67.37 kg
42, Male, Maharashtra, 9757531127, 167.93 cm, 63.9 kg
2, Female, Maharashtra, 6631823277, 158.45 cm, 71.54 kg
98, Male, Uttarakhand, 8841468638, 161.95 cm, 73.47 kg
88, Male, Tripura, 7651748774, 148.04 cm, 68.26 kg
40, Male, Sikkim, 9238667688, 178.24 cm, 72.65 kg
44, Female, West Bengal, 6815778825, 162.8 cm, 72.64 kg
31, Female, Uttarakhand, 7536531183, 159.71 cm, 80.2 kg
75, Male, Jharkhand, 8556632327, 175.03 cm, 68.42 kg
12, Male, Maharashtra, 7335171278, 163.73 cm, 77.28 kg
79, Female, Odisha, 9657243432, 154.41 cm, 71.58 kg
40, Female, West Bengal, 9828711464, 155.03 cm, 60.91 kg
81, Female, Maharashtra, 9372854638, 143.19 cm, 65.56 kg
35, Male, Manipur, 8355667684, 166.36 cm, 74.12 kg
84, Male, Gujarat, 6112448874, 155.59 cm, 69.5 kg
33, Male, Gujarat, 7753124363, 182.72 cm, 68.35 kg
52, Male, Chhattisgarh, 6812165217, 172.42 cm, 69.08 kg
32, Male, Jharkhand, 7184458221, 154.14 cm, 77.09 kg
94, Male, Goa, 6146763835, 170.17 cm, 67.96 kg
22, Male, Madhya Pradesh, 6266434451, 149.06 cm, 67.4 kg
69, Female, Bihar, 7525715626, 151.13 cm, 69.11 kg
51, Male, Bihar, 6766673167, 158.99 cm, 69.47 kg
31, Female, Punjab, 9737333174, 156.13 cm, 65.78 kg
19, Male, Sikkim, 9273213615, 166.27 cm, 67.03 kg
96, Male, Meghalaya, 7688716154, 165.97 cm, 68.11 kg
41, Female, Punjab, 6221311111, 142.38 cm, 70.25 kg
29, Male, Nagaland, 9434838448, 143.28 cm, 70.53 kg
87, Female, Nagaland, 8687543756, 182.33 cm, 74.24 kg
54, Male, Odisha, 9448432158, 151.8 cm, 73.26 kg
54, Male, Manipur, 8521275543, 160.94 cm, 64.91 kg
70, Male, Uttar Pradesh, 6153311616, 181.36 cm, 64.51 kg
64, Male, Karnataka, 9728538565, 178.18 cm, 63.78 kg
70, Male, Goa, 9411371576, 142.07 cm, 67.47 kg
61, Male, Bihar, 6724244616, 142.42 cm, 70.07 kg
50, Male, Haryana, 9332413767, 162.24 cm, 68.84 kg
13, Male, Gujarat, 9458137541, 163.56 cm, 66.62 kg
55, Female, Andhra Pradesh, 9286133547, 160.55 cm, 67.76 kg
70, Female, Tripura, 8132526417, 155.74 cm, 65.84 kg
59, Female, Tripura, 8518467664, 173.54 cm, 69.97 kg
22, Female, Jharkhand, 8751228114, 163.69 cm, 67.14 kg
41, Male, Tamil Nadu, 6235514888, 173.36 cm, 68.74 kg
14, Male, Jharkhand, 6343558872, 159.29 cm, 64.03 kg
16, Male, Rajasthan, 9483575372, 144.51 cm, 70.59 kg
29, Male, Maharashtra, 8858814216, 151.06 cm, 64.39 kg
26, Male, Bihar, 8416722818, 168.47 cm, 76.96 kg
60, Female, Rajasthan, 8538462244, 168.86 cm, 58.41 kg
19, Male, Uttarakhand, 7314843865, 159.41 cm, 76.48 kg
40, Male, Madhya Pradesh, 9776578784, 155.36 cm, 69.24 kg
73, Female, Bihar, 7312615627, 147.93 cm, 62.64 kg
8, Male, Gujarat, 8313142788, 157.26 cm, 79.95 kg
67, Female, Telangana, 7517874231, 164.83 cm, 67.65 kg
95, Female, Arunachal Pradesh, 7581721283, 148.89 cm, 77.7 kg
53, Male, Manipur, 8614187716, 145.38 cm, 74.61 kg
64, Female, Maharashtra, 8486755787, 158.17 cm, 72.99 kg
37, Female, Andhra Pradesh, 7613677652, 149.97 cm, 58.65 kg
34, Female, Goa, 7647547187, 172.7 cm, 70.6 kg
15, Male, Bihar, 8658143581, 173.34 cm, 72.96 kg
32, Male, Punjab, 9825888825, 160.02 cm, 70.9 kg
56, Male, Rajasthan, 6145876415, 173.01 cm, 64.45 kg
12, Male, Rajasthan, 6353285254, 159.44 cm, 65.94 kg
94, Male, Himachal Pradesh, 7121668752, 145.78 cm, 61.44 kg
93, Female, Telangana, 8775752437, 146.85 cm, 76.72 kg
44, Male, Karnataka, 8157633656, 166.87 cm, 77.03 kg
88, Female, Nagaland, 9653766327, 169.31 cm, 70.72 kg
66, Female, Karnataka, 8266851153, 148.35 cm, 75.96 kg
15, Female, West Bengal, 7758844277, 154.37 cm, 72.35 kg
41, Female, Uttarakhand, 9354726727, 148.25 cm, 69.84 kg
18, Female, Haryana, 8774818342, 157.33 cm, 74.62 kg
19, Female, Kerala, 7546616532, 156.18 cm, 63.55 kg
1, Male, Odisha, 7814646344, 161.32 cm, 80.61 kg
85, Male, Himachal Pradesh, 9628767182, 168.91 cm, 69.11 kg
44, Female, Mizoram, 8223567445, 167.29 cm, 69.36 kg
98, Female, Assam, 7266527156, 143.2 cm, 74.21 kg
38, Female, Gujarat, 7562357824, 149.38 cm, 74.95 kg
83, Female, Kerala, 8736746154, 157.89 cm, 69.15 kg
3, Male, Kerala, 9823658347, 154.01 cm, 68.33 kg
1, Male, Maharashtra, 9721684161, 157.97 cm, 65.33 kg
78, Female, Arunachal Pradesh, 9766155773, 142.43 cm, 74.99 kg
5, Female, Andhra Pradesh, 8755655164, 159.61 cm, 76.27 kg
24, Male, Maharashtra, 6132228518, 152.53 cm, 70.56 kg
70, Female, Maharashtra, 6241355616, 142.59 cm, 76.58 kg
25, Male, Uttar Pradesh, 9251844248, 166.31 cm, 64.6 kg
74, Female, Kerala, 6733788375, 158.71 cm, 64.13 kg
23, Female, Chhattisgarh, 7631428735, 163.83 cm, 65.57 kg
25, Female, Madhya Pradesh, 8872132451, 171.51 cm, 68.23 kg
43, Female, Sikkim, 8423277435, 172.28 cm, 71.54 kg
14, Female, Assam, 9577823621, 181.63 cm, 76.7 kg
40, Female, Telangana, 6756722834, 168.49 cm, 74.12 kg
46, Male, Tamil Nadu, 8613265747, 155.71 cm, 74.27 kg
74, Male, Karnataka, 8626761446, 159.03 cm, 78.25 kg
61, Female, Chhattisgarh, 6283564211, 161.43 cm, 71.65 kg
90, Male, Mizoram, 9266462575, 174.08 cm, 72.51 kg
6, Female, Karnataka, 7262128248, 152.07 cm, 65.1 kg
90, Female, Telangana, 8342824554, 153.39 cm, 71.02 kg
14, Female, Tamil Nadu, 9278368635, 147.43 cm, 62.71 kg
63, Female, Punjab, 9366841435, 163.72 cm, 73.7 kg
83, Female, Chhattisgarh, 9811727412, 157.29 cm, 74.87 kg
59, Female, Assam, 6184444743, 158.02 cm, 73.05 kg
45, Female, Himachal Pradesh, 8513241356, 162.92 cm, 67.01 kg
32, Male, Assam, 7351675113, 161.39 cm, 66.02 kg
68, Male, Uttarakhand, 8347443317, 172.59 cm, 61.4 kg
90, Female, Odisha, 6356413783, 179.3 cm, 68.35 kg
69, Male, West Bengal, 8486387774, 165.27 cm, 70.98 kg
45, Female, Gujarat, 7133335127, 164.44 cm, 70.06 kg
80, Male, Arunachal Pradesh, 6164754847, 156.76 cm, 70.19 kg
74, Male, Punjab, 6164416788, 160.32 cm, 71.22 kg
87, Male, Himachal Pradesh, 9877334461, 129.45 cm, 74.13 kg
96, Female, Assam, 6823148584, 165.04 cm, 66.67 kg
7, Male, Karnataka, 7118486543, 160.34 cm, 65.93 kg
5, Male, Manipur, 9436544612, 178.92 cm, 68.35 kg
34, Male, Punjab, 9345572722, 159.86 cm, 69.04 kg
36, Male, Mizoram, 9771231654, 166.72 cm, 71.34 kg
40, Male, Chhattisgarh, 7513465844, 162.67 cm, 80.23 kg
32, Male, Chhattisgarh, 7413613584, 153.48 cm, 62.35 kg
88, Male, Uttar Pradesh, 7136847143, 164.38 cm, 64.38 kg
83, Male, Assam, 6383178123, 153.99 cm, 74.1 kg
71, Male, Chhattisgarh, 8511547141, 162.46 cm, 61.69 kg
20, Male, Jharkhand, 7481173768, 167.95 cm, 70.46 kg
7, Female, Haryana, 7222657544, 144.71 cm, 66.31 kg
51, Male, Sikkim, 7382388627, 157.4 cm, 77.8 kg
63, Female, Manipur, 7214138175, 163.47 cm, 67.34 kg
30, Male, Kerala, 6751521473, 141.32 cm, 63.53 kg
19, Male, Uttarakhand, 7546621727, 141.9 cm, 72.67 kg
44, Female, Bihar, 9877287341, 160.27 cm, 76.73 kg
25, Male, Manipur, 8767772813, 156.68 cm, 68.65 kg
79, Female, Arunachal Pradesh, 7487183475, 161.35 cm, 82.02 kg
24, Male, Arunachal Pradesh, 6525684646, 165.48 cm, 69.19 kg
2, Male, West Bengal, 8528415718, 167.11 cm, 64.83 kg
83, Female, Punjab, 9487546675, 154.74 cm, 67.71 kg
66, Female, Andhra Pradesh, 8441423378, 162.72 cm, 70.7 kg
70, Male, Jharkhand, 8368152732, 164.43 cm, 68.33 kg
6, Female, Meghalaya, 8312476385, 158.07 cm, 73.39 kg
25, Female, Goa, 8742214138, 150.06 cm, 71.99 kg
28, Female, Rajasthan, 6387638218, 162.66 cm, 76.33 kg
95, Male, Sikkim, 8844466326, 166.45 cm, 71.39 kg
94, Female, Tripura, 7242122554, 160.72 cm, 75.52 kg
2, Male, Odisha, 8613114888, 167.92 cm, 70.35 kg
93, Male, Odisha, 6223133222, 158.79 cm, 66.85 kg
72, Female, Gujarat, 9584465444, 156.29 cm, 69.97 kg
20, Female, Nagaland, 6244415325, 151.79 cm, 68.09 kg
46, Male, Sikkim, 9271665572, 152.55 cm, 72.54 kg
3, Female, Mizoram, 6482657652, 149.69 cm, 63.36 kg
91, Female, Haryana, 6763124333, 160.36 cm, 61.47 kg
2, Male, Telangana, 6561442817, 144.21 cm, 71.34 kg
18, Female, Tamil Nadu, 7364625716, 174.05 cm, 61.92 kg
3, Female, Tamil Nadu, 6455258345, 157.41 cm, 68.64 kg
97, Male, Goa, 7518663485, 162.05 cm, 77.31 kg
56, Male, Chhattisgarh, 8241153142, 156.02 cm, 69.72 kg
74, Female, Manipur, 8752273468, 150.1 cm, 63.11 kg
46, Female, Assam, 7864325887, 148.43 cm, 65.96 kg
43, Female, Haryana, 8814377514, 169.57 cm, 80.01 kg
15, Male, Nagaland, 8412668515, 179.9 cm, 68.53 kg
88, Male, Assam, 9773531826, 141.79 cm, 69.15 kg
74, Female, Odisha, 8546623656, 163.74 cm, 68.84 kg
72, Male, Maharashtra, 7254638238, 158.79 cm, 66.93 kg
83, Male, Assam, 7343182256, 160.35 cm, 62.35 kg
87, Male, Goa, 8224217514, 150.34 cm, 74.56 kg
12, Female, Himachal Pradesh, 8261711613, 156.83 cm, 69.22 kg
51, Male, Uttar Pradesh, 6387712616, 157.23 cm, 62.0 kg
35, Female, Chhattisgarh, 9574878234, 154.07 cm, 76.4 kg
26, Male, Maharashtra, 6473745124, 159.44 cm, 69.62 kg
99, Male, Maharashtra, 7632244528, 168.93 cm, 76.23 kg
31, Male, Himachal Pradesh, 8671467643, 164.8 cm, 72.0 kg
39, Male, Punjab, 6874613538, 162.31 cm, 78.19 kg
32, Male, Tamil Nadu, 7578637186, 165.1 cm, 72.31 kg
17, Male, West Bengal, 8172228774, 151.94 cm, 76.16 kg
43, Female, Odisha, 7421666457, 169.58 cm, 64.56 kg
41, Female, Odisha, 6827862624, 158.0 cm, 66.58 kg
12, Male, Maharashtra, 6545841181, 153.94 cm, 76.85 kg
95, Male, Madhya Pradesh, 6818778165, 152.71 cm, 63.59 kg
19, Male, Manipur, 8481641856, 154.17 cm, 68.65 kg
60, Male, Karnataka, 8618814121, 168.79 cm, 65.73 kg
6, Male, Andhra Pradesh, 6334811736, 170.82 cm, 77.07 kg
58, Male, Punjab, 8531528651, 174.55 cm, 72.66 kg
18, Female, Assam, 8267763353, 170.58 cm, 70.55 kg
27, Male, Tripura, 6465586215, 147.68 cm, 62.8 kg
99, Female, Arunachal Pradesh, 7546213465, 149.49 cm, 65.67 kg
43, Male, Andhra Pradesh, 9884843764, 177.75 cm, 65.21 kg
33, Female, Haryana, 9474551641, 164.66 cm, 67.6 kg
90, Male, Tripura, 7443165378, 147.95 cm, 70.66 kg
31, Female, Punjab, 9852367423, 167.68 cm, 71.48 kg
51, Female, Madhya Pradesh, 6364183756, 156.8 cm, 61.16 kg
4, Male, Odisha, 8324374631, 163.76 cm, 61.8 kg
21, Female, Tripura, 8553758568, 150.07 cm, 76.06 kg
60, Female, Uttar Pradesh, 9748735653, 164.58 cm, 68.01 kg
61, Female, Andhra Pradesh, 8161277453, 155.4 cm, 72.44 kg
32, Female, Andhra Pradesh, 6136276641, 142.2 cm, 70.08 kg
95, Female, Bihar, 8788332768, 171.87 cm, 73.87 kg
25, Male, Sikkim, 7357635183, 173.45 cm, 64.02 kg
47, Male, Maharashtra, 6767155684, 168.76 cm, 64.9 kg
54, Male, Assam, 9561751627, 153.39 cm, 69.47 kg
26, Female, Jharkhand, 9454742744, 163.36 cm, 68.4 kg
48, Male, Uttarakhand, 7151758474, 168.85 cm, 78.48 kg
87, Female, Gujarat, 7868561618, 149.05 cm, 70.72 kg
35, Male, Tripura, 8518858282, 172.2 cm, 69.17 kg
86, Male, Sikkim, 6724551622, 148.08 cm, 67.1 kg
66, Female, Andhra Pradesh, 9811774568, 174.92 cm, 61.99 kg
87, Female, Sikkim, 6368413654, 152.24 cm, 75.88 kg
20, Male, Mizoram, 9638212786, 157.82 cm, 71.77 kg
1, Male, Rajasthan, 7563155633, 141.49 cm, 65.84 kg
10, Male, Odisha, 6125788564, 160.92 cm, 77.05 kg
67, Male, Sikkim, 7277758133, 157.58 cm, 68.21 kg
88, Female, Bihar, 6471684154, 139.09 cm, 67.31 kg
33, Female, Chhattisgarh, 8353441866, 156.46 cm, 66.73 kg
41, Male, Arunachal Pradesh, 7423771515, 165.97 cm, 74.47 kg
44, Female, Arunachal Pradesh, 7577651617, 162.3 cm, 71.95 kg
26, Male, Odisha, 6488536587, 163.6 cm, 68.13 kg
29, Male, Madhya Pradesh, 9626462312, 172.68 cm, 76.4 kg
5, Male, Tamil Nadu, 8641578711, 143.65 cm, 69.6 kg
65, Female, Assam, 8418271826, 164.31 cm, 65.4 kg
66, Female, Himachal Pradesh, 8857841372, 151.81 cm, 74.29 kg
49, Female, Gujarat, 6541462563, 159.57 cm, 80.88 kg
96, Male, Manipur, 8362637777, 140.32 cm, 67.33 kg
76, Male, Jharkhand, 7556454464, 140.72 cm, 69.88 kg
39, Male, Andhra Pradesh, 6442412344, 154.08 cm, 64.95 kg
49, Female, Tamil Nadu, 8267328623, 164.56 cm, 69.55 kg
1, Male, Goa, 9225818415, 153.68 cm, 81.76 kg
88, Male, Jharkhand, 9342753234, 150.41 cm, 72.84 kg
15, Male, Arunachal Pradesh, 7511632447, 150.28 cm, 70.84 kg
3, Female, Punjab, 9412527672, 181.19 cm, 66.44 kg
89, Female, Meghalaya, 9334136344, 143.12 cm, 77.39 kg
71, Male, Manipur, 8152612567, 160.73 cm, 73.65 kg
56, Male, Kerala, 8738513482, 146.92 cm, 67.29 kg
15, Female, Madhya Pradesh, 9725447763, 150.47 cm, 74.79 kg
92, Male, Sikkim, 6324872614, 164.39 cm, 79.06 kg
71, Male, Telangana, 9365665864, 163.23 cm, 72.95 kg
80, Female, Himachal Pradesh, 7672167355, 161.44 cm, 69.13 kg
53, Male, Madhya Pradesh, 6127427374, 169.76 cm, 64.23 kg
51, Female, Jharkhand, 8738721875, 179.26 cm, 68.43 kg
7, Male, Goa, 8677133863, 182.0 cm, 68.5 kg
44, Female, Nagaland, 9724778768, 174.19 cm, 75.31 kg
60, Female, Madhya Pradesh, 8768778381, 157.69 cm, 58.26 kg
42, Female, Chhattisgarh, 6747863261, 158.15 cm, 61.3 kg
32, Female, Nagaland, 8424777145, 165.09 cm, 69.07 kg
88, Male, Karnataka, 8713532745, 171.7 cm, 65.25 kg
1, Female, Gujarat, 8764184416, 167.42 cm, 75.89 kg
13, Male, Goa, 9246643342, 170.97 cm, 66.72 kg
20, Male, Bihar, 7133532541, 151.87 cm, 69.38 kg
2, Male, Goa, 7211783524, 166.08 cm, 68.78 kg
85, Female, Bihar, 8534325721, 158.01 cm, 77.09 kg
10, Female, Odisha, 9122767136, 151.65 cm, 74.37 kg
14, Female, Karnataka, 9187476311, 170.59 cm, 77.14 kg
41, Female, Uttarakhand, 6754756245, 152.71 cm, 72.67 kg
4, Female, Punjab, 6665525741, 166.69 cm, 72.03 kg
9, Male, Jharkhand, 9114244866, 165.21 cm, 66.53 kg
66, Male, West Bengal, 6133156736, 164.47 cm, 72.49 kg
34, Male, Kerala, 9158176621, 155.0 cm, 65.78 kg
36, Male, Gujarat, 8377832882, 155.1 cm, 69.84 kg
89, Male, Punjab, 7164113618, 174.53 cm, 69.73 kg
22, Male, Nagaland, 6613715733, 166.57 cm, 68.82 kg
82, Male, Goa, 7555725344, 158.91 cm, 67.85 kg
18, Female, Mizoram, 6488617456, 156.68 cm, 67.52 kg
65, Female, Rajasthan, 6576684727, 157.23 cm, 61.68 kg
46, Female, Jharkhand, 6544375644, 162.96 cm, 73.13 kg
41, Female, Punjab, 7658333118, 155.89 cm, 67.33 kg
47, Female, Gujarat, 7141357567, 166.66 cm, 69.82 kg
59, Male, Rajasthan, 9111812714, 164.42 cm, 73.95 kg
99, Female, Gujarat, 8261481886, 161.95 cm, 71.43 kg
84, Male, Andhra Pradesh, 6753431411, 156.53 cm, 79.83 kg
52, Male, Bihar, 9612868514, 158.52 cm, 66.1 kg
9, Female, Kerala, 8346856633, 161.05 cm, 67.76 kg
6, Male, Jharkhand, 7257528316, 161.0 cm, 76.17 kg
22, Male, Odisha, 8872858843, 159.87 cm, 76.23 kg
45, Female, Meghalaya, 7744383444, 158.45 cm, 69.4 kg
86, Female, Assam, 6584785125, 154.98 cm, 77.57 kg
89, Female, Punjab, 9428837624, 156.27 cm, 74.92 kg
59, Male, Rajasthan, 6584666441, 169.24 cm, 72.2 kg
64, Female, Uttar Pradesh, 6181843681, 153.88 cm, 69.46 kg
18, Female, Karnataka, 9253468866, 159.92 cm, 80.83 kg
60, Female, Arunachal Pradesh, 6488777175, 162.72 cm, 65.75 kg
62, Male, Himachal Pradesh, 7514132688, 159.8 cm, 61.35 kg
73, Male, Rajasthan, 6115535286, 148.63 cm, 63.07 kg
26, Female, Chhattisgarh, 7867562178, 161.75 cm, 61.96 kg
43, Male, Uttarakhand, 7321863366, 157.63 cm, 75.96 kg
71, Male, West Bengal, 6515823247, 158.08 cm, 78.46 kg
32, Male, Rajasthan, 9258257233, 164.15 cm, 76.71 kg
3, Female, Karnataka, 6832823516, 171.06 cm, 63.42 kg
66, Male, Goa, 6153681636, 151.03 cm, 74.11 kg
20, Male, Nagaland, 7168217777, 160.73 cm, 66.92 kg
90, Female, Assam, 6324623312, 166.27 cm, 63.47 kg
73, Male, Goa, 9278475212, 175.3 cm, 67.15 kg
21, Female, Tamil Nadu, 8152347671, 163.24 cm, 74.59 kg
96, Female, Maharashtra, 6261251663, 160.45 cm, 65.83 kg
98, Male, Rajasthan, 7186243812, 165.76 cm, 75.87 kg
40, Male, Tripura, 8627223426, 143.55 cm, 73.63 kg
3, Male, Nagaland, 9757517327, 148.1 cm, 83.01 kg
4, Male, Himachal Pradesh, 9446448513, 155.07 cm, 63.26 kg
91, Female, Haryana, 6181623147, 165.55 cm, 67.43 kg
38, Female, Madhya Pradesh, 9614661656, 143.49 cm, 68.18 kg
23, Male, Haryana, 9853612473, 164.77 cm, 70.55 kg
26, Male, West Bengal, 8585614623, 156.91 cm, 69.78 kg
30, Male, Bihar, 6343253575, 175.6 cm, 73.13 kg
33, Male, Chhattisgarh, 7727758711, 164.42 cm, 66.8 kg
13, Male, Nagaland, 7264776656, 166.64 cm, 65.84 kg
39, Female, Arunachal Pradesh, 7353122355, 159.83 cm, 68.74 kg
4, Female, Maharashtra, 9626852174, 149.55 cm, 62.18 kg
15, Male, Andhra Pradesh, 8478635157, 145.25 cm, 71.08 kg
23, Male, Tamil Nadu, 9386221843, 166.53 cm, 73.66 kg
9, Female, Himachal Pradesh, 8641528264, 154.74 cm, 65.8 kg
50, Male, Mizoram, 6482851725, 146.98 cm, 62.01 kg
72, Male, Odisha, 7612776361, 158.39 cm, 74.42 kg
50, Female, Rajasthan, 9712225541, 158.11 cm, 75.96 kg
13, Male, Arunachal Pradesh, 6433856215, 152.95 cm, 76.35 kg
72, Male, Jharkhand, 9772111758, 157.44 cm, 68.47 kg
21, Female, Manipur, 6444725232, 157.25 cm, 68.91 kg
26, Male, Karnataka, 9137435133, 158.11 cm, 68.72 kg
58, Female, Karnataka, 9386136545, 150.26 cm, 73.64 kg
14, Female, Odisha, 6523422583, 152.14 cm, 65.75 kg
20, Female, Madhya Pradesh, 6455171235, 149.53 cm, 69.94 kg
70, Female, Kerala, 9723657115, 145.37 cm, 67.86 kg
68, Female, West Bengal, 6536863835, 155.15 cm, 76.27 kg
35, Female, Meghalaya, 7156844282, 148.76 cm, 65.51 kg
60, Female, Goa, 8142372865, 166.29 cm, 74.65 kg
13, Male, Bihar, 9812754271, 157.71 cm, 75.49 kg
37, Male, Sikkim, 8512452561, 162.41 cm, 76.35 kg
97, Male, Arunachal Pradesh, 7386775335, 167.96 cm, 68.12 kg
45, Male, Telangana, 7652174113, 141.57 cm, 71.33 kg
22, Male, Mizoram, 9432864353, 158.67 cm, 79.49 kg
99, Male, Bihar, 6738665317, 164.36 cm, 66.2 kg
26, Male, Madhya Pradesh, 8714214238, 151.56 cm, 69.71 kg
12, Female, Bihar, 6218837385, 180.6 cm, 73.71 kg
58, Male, Uttar Pradesh, 6437858241, 171.71 cm, 64.83 kg
86, Female, Assam, 9248688442, 157.11 cm, 76.97 kg
51, Female, Andhra Pradesh, 7315474646, 166.35 cm, 69.14 kg
19, Female, Telangana, 9851112462, 159.62 cm, 69.75 kg
92, Male, Tamil Nadu, 7315134325, 142.68 cm, 71.86 kg
1, Female, Goa, 7338627264, 158.01 cm, 66.99 kg
98, Male, Telangana, 7315577788, 158.37 cm, 67.35 kg
70, Female, Chhattisgarh, 8137116683, 171.34 cm, 75.12 kg
87, Male, Assam, 6271324611, 153.56 cm, 85.36 kg
72, Female, Kerala, 6674753676, 164.26 cm, 63.23 kg
56, Female, Chhattisgarh, 6482263646, 158.72 cm, 68.07 kg
59, Female, Manipur, 9446745237, 147.75 cm, 65.89 kg
48, Male, Haryana, 6676424425, 151.16 cm, 73.46 kg
86, Male, Uttar Pradesh, 8137544526, 137.74 cm, 65.07 kg
14, Female, Manipur, 8773657224, 171.83 cm, 65.83 kg
69, Male, Tripura, 9187283252, 154.95 cm, 70.87 kg
13, Male, Karnataka, 8175326413, 160.21 cm, 73.71 kg
99, Female, Kerala, 8216561581, 147.82 cm, 81.0 kg
54, Female, Madhya Pradesh, 8327761855, 159.9 cm, 63.92 kg
5, Male, Telangana, 7768751237, 163.71 cm, 66.87 kg
49, Female, Haryana, 8573233852, 175.33 cm, 71.44 kg
21, Male, Odisha, 6521818248, 171.33 cm, 67.15 kg
32, Female, Tamil Nadu, 6131165526, 169.29 cm, 72.71 kg
81, Female, Tamil Nadu, 9744865411, 160.79 cm, 63.51 kg
7, Male, Nagaland, 8674683777, 164.29 cm, 69.32 kg
57, Female, Karnataka, 9384328458, 150.19 cm, 81.36 kg
63, Male, Kerala, 8673657745, 157.84 cm, 75.36 kg
53, Female, Telangana, 9664736682, 139.17 cm, 83.53 kg
97, Female, Tripura, 6258712127, 156.59 cm, 66.96 kg
8, Male, Bihar, 6746443114, 165.31 cm, 65.95 kg
52, Male, Mizoram, 6182646483, 168.51 cm, 75.76 kg
79, Female, Manipur, 6755228561, 153.94 cm, 76.03 kg
21, Female, Uttarakhand, 7642738136, 145.98 cm, 62.36 kg
25, Male, Punjab, 8423641724, 147.78 cm, 77.64 kg
51, Female, Himachal Pradesh, 9356283888, 161.37 cm, 70.44 kg
97, Male, Mizoram, 7232137872, 177.9 cm, 63.16 kg
84, Male, Jharkhand, 7123315726, 180.71 cm, 74.25 kg
44, Male, Bihar, 6514113723, 142.54 cm, 72.82 kg
38, Male, Arunachal Pradesh, 8623886264, 173.7 cm, 73.62 kg
70, Female, Maharashtra, 7658257586, 168.78 cm, 69.12 kg
77, Female, Odisha, 8637184282, 170.56 cm, 74.37 kg
45, Female, Punjab, 8636782864, 170.91 cm, 77.04 kg
3, Male, West Bengal, 6322252837, 170.8 cm, 66.08 kg
69, Female, Manipur, 7848378573, 185.87 cm, 68.21 kg
86, Male, Madhya Pradesh, 8774112757, 173.57 cm, 74.38 kg
58, Male, Himachal Pradesh, 8578651482, 151.51 cm, 57.63 kg
40, Male, Arunachal Pradesh, 7237388886, 165.15 cm, 71.41 kg
6, Male, Tamil Nadu, 6214672641, 176.41 cm, 72.02 kg
2, Female, Himachal Pradesh, 7663136577, 186.03 cm, 73.15 kg
56, Female, Goa, 6613627127, 172.85 cm, 72.47 kg
26, Female, Karnataka, 9184345355, 177.3 cm, 70.0 kg
10, Male, Jharkhand, 6726685241, 160.86 cm, 73.4 kg
79, Female, Mizoram, 7255212783, 157.68 cm, 66.01 kg
42, Male, Bihar, 7686483658, 158.25 cm, 75.58 kg
85, Female, Uttar Pradesh, 7815656218, 177.99 cm, 70.32 kg
42, Male, Maharashtra, 8776381861, 144.25 cm, 66.59 kg
87, Male, West Bengal, 8264138687, 160.08 cm, 75.34 kg
18, Female, Jharkhand, 7158155477, 148.89 cm, 71.85 kg
6, Female, Arunachal Pradesh, 8454511832, 168.93 cm, 70.94 kg
44, Male, Chhattisgarh, 8471851715, 139.71 cm, 66.86 kg
17, Male, Telangana, 9476538623, 151.12 cm, 80.45 kg
49, Male, Manipur, 8183658784, 149.72 cm, 77.2 kg
52, Male, Karnataka, 8211838375, 149.61 cm, 73.14 kg
69, Female, Mizoram, 6133467644, 162.37 cm, 77.44 kg
24, Male, Nagaland, 7118847275, 174.52 cm, 70.98 kg
34, Male, Maharashtra, 9151234332, 172.92 cm, 78.99 kg
7, Male, West Bengal, 9818512565, 147.25 cm, 67.28 kg
9, Female, Jharkhand, 7577187257, 179.01 cm, 70.81 kg
67, Male, Arunachal Pradesh, 7316646765, 190.17 cm, 64.96 kg
32, Male, Tamil Nadu, 9777828863, 162.65 cm, 72.05 kg
46, Female, Haryana, 8713386368, 162.38 cm, 71.23 kg
79, Male, Maharashtra, 9486235815, 162.27 cm, 70.63 kg
68, Female, Andhra Pradesh, 7428268312, 160.19 cm, 70.85 kg
43, Female, Mizoram, 8285352772, 178.1 cm, 71.22 kg
69, Male, Gujarat, 9558218845, 161.56 cm, 72.25 kg
75, Female, Assam, 6584828865, 160.22 cm, 72.07 kg
7, Male, Assam, 9458555645, 165.11 cm, 71.03 kg
43, Male, West Bengal, 6185712332, 154.42 cm, 69.94 kg
